questions,answers
Bạn đang học ở đâu?,RMIT
Bạn có rớt môn không?,"Không,rất tốt"
Trường bạn ở đâu?,Tp.HCM
Hiện tại bạn học thế nào?,Học khá Giỏi
Lớp bạn có đông không?,20 người
Bạn bè của bạn thế nào?,câu hỏi không rõ ràng không trả lời
Bạn học có áp lực không?,Áp lực do mình sinh ra
Khi áp lực bạn thường làm gì?,Khi bạn muốn làm gì nhưng lại gặp áp lực mà khi áp lực thì làm gì
Trường bạn có nhiều hoạt động không?,ko có nhiều
Bạn có ấn tượng gì về trường?,Ấn tượng
Bạn cảm thấy thích điều gì ở trường nhất?,Phòng máy
Bạn thấy tự tin ở điểm nào về các môn học của mình ở trường?,Tương lai của nhân loại
bạn đang học ngành gì?,Mình học công nghệ thông tin
bạn học ở đâu?,Mình học ở TDTu nha
bạn học có giỏi không?,Giỏi chứ
bạn học năm mấy rồi?,Năm 3.5 rồi
Trường bạn ở quận mấy?,Ở quận 7 ông
bạn đã có người yêu chưa ?,mình có người yêu rồi
bạn và người yêu đã quen được bao lâu rồi ?,tớ và người yêu đã quen nhau được 1 năm rồi
hai người có đang sống với nhau không ?,"không, tớ và người yêu đang sống với gia đình"
bạn đã gặp người yêu như thế nào ?,mình nghĩ nó thật ngại khi nói ra nên mình sẽ không trả lời câu hỏi này
bao lâu thì cậu hẹn hò với người yêu ?,chúng tớ hẹn hò 2 đến 3 lần 1 tuần
Lần cuối bạn có người yêu là khi nào?,vào tháng 10 năm 2020
Bạn có crush ai không không?,"có, mình có crush một người."
bạn có thể nói crush bạn là ai không?,đó là một bí mật
Bạn có muốn đi đâu chơi với người yêu không?,Nếu có thì mình sẽ chọn Đà Lạt
bạn cho mình hỏi bạn có người yêu chưa?,tớ chưa có người yêu
bạn cho mình hỏi hiện tại bạn có crush với ai chưa,tớ chưa có crush với ai hết
Bạn có người yêu chưa?,Chưa.
Mình làm quen nhé?,Không.
Hôm nay em mặc 1 chiếc áo rất đẹp.,Cảm ơn anh!
Bạn có người yêu chưa?,Chưa.
Mình làm quen nhé?,Không.
Hôm nay em mặc 1 chiếc áo rất đẹp.,Cảm ơn anh!
có người yêu chưa?,rồi?
tên gì?,tên Oanh
người yêu mấy tuổi?,20 tuổi
người yêu học khoa gì?,khoa TCNH
Bạn ấy trông như thế nào?,"xinh gái, dễ thương"
Hôm nay em dậy mấy giờ?,"Dạ, 6 giờ sáng ạ"
Em đi ăn sáng chưa?,"Dạ, chưa anh"
Anh qua chở em đi ăn sáng nha?,"Dạ, ok anh"
"Anh rảnh không, qua chở em đi học với?","Ok em, chờ anh 15 phút nữa anh tới."
Hôm nay đi học có gì vui không em?,"Dạ, vui lắm anh."
"tớ có người yêu rồi, sao á",thì tớ chỉ hỏi chơi chơi vậy thôi à
còn cậu sao,chưa á nhưng mà tớ đang crush một người
ai vậy cậu,con nhỏ ở chỗ tớ đang đi làm thêm
vậy à,ừ cậu
Bạn có người yêu chưa?,Mình chưa có.
Mình làm quen nhé?,Cũng được.
Hôm nay em mặc 1 chiếc áo rất đẹp.,Cảm ơn anh nha!
Bạn có người yêu chưa ?,Mình chưa hề có người yêu
sao bạn bi quan thế rồi sẽ có thôi ?,ừa mình tin là thế
Mẫu người yêu bạn mong muốn là gì ?,Đẹp !!!
Thế còn ngoại hình thì sao ?,Đẹp !!!
Thế còn học thức ?,Giỏi !!!
bạn đã có người yêu chưa?,mình đã có người yêu rồi nha
bạn gái bạn tên gì vậy?,đó là bí mật nên mình sẽ không nói đâu
bạn thích người yêu như thế nào?,mình thích người yêu của mình bây giờ
mẫu người yêu lý tưởng của bạn là gì?,là mẫu người yêu của mình bây giờ
Em đang làm gì đó ?,Em đang ngồi nhắn tin với anh hoy à
Hình như tao cảm thấy thích nhỏ đó rồi mày à ?,Cuối cùng bạn tao cũng mắc vào lưới tình rồi
"Thứ 7, anh có bất ngờ muốn dành cho em nè ?","Là gì vậy anh, em tò mò quá đi"
Tết này em có muốn về quê anh chơi không ?,Để em sắp xếp rồi cho anh hay ha
Tụi tao chia tay rồi mày ơi ?,Thôi đừng buồn ăn gì không tao mời
"Buồn quá mày, tao với Uyên lại cãi nhau",Sao nữa vậy?
Tại hôm qua tao đi nhậu mà hơi thân mật với mấy chị trong công ty,Ủa vậy bị giận là xứng đáng quá còn gì!!
"Ơ, mày phải bạn tao không đấy? Sao không bênh tao?","Bên mày thế nào được, ai mượn có bồ rồi mà còn này kia chi"
YEP nên mọi người thoải mái xíu thôi mà,"Thôi thôi, không cần biết YEP hay gì, lo mà đi làm hòa với con người ta đi"
Thế tao phải làm gì giờ?,"Thì ai biết mày, xem nói ngọt dỗ con bé thử."
không biết cậu đã có người yêu chưa?,mình chưa có ai thương hết ấy.
không biết cậu có bạn gái rồi hay chưa?,mình hiện đã có bạn gái rồi nha bạn.
Bạn có thể cho mình hỏi bạn gái bạn tên gì được không?,"đó là một bí mật, mình sẽ không bật mí đâu."
bạn thấy người yêu của bạn như thế nào?,người yêu mình là một người con gái cực kì dễ thương và chu đáo.
bạn có còn thương người yêu cũ không?,"đôi lúc mình vẫn nhớ tới người yêu cũ, nhưng thương thì chắc không còn."
Bạn đã có người yêu chưa?,Mình có rồi nha
Bạn và người yêu quen nhau lâu chưa?,mình quen cũng được 1 năm rồi bạn
Hiện tại bạn có crush ai chưa?,mình đang crush một bạn
Mình có quen người đó không?,Bạn có quen nha
Có thể cho mình gợi ý không?,"không được nha, bí mật"
cho mình hỏi cậu có người yêu chưa?,"tớ chưa có, tớ đang còn độc thân"
Vậy cậu đang có crush ai không?,"à, hihi. Mình đang crush bạn kia"
"Crush cậu bao nhiêu tuổi, bằng tuổi mình luôn à","crush của tớ 21 tuổi luôn, bằng tuổi bọn mình"
Thế bạn ấy có học chung trường với mình không?,"bạn ấy học cùng trường luôn, khoa CNTT á"
Chia sẻ một chút về crush của cậu  được không?,"crush của tớ nhỏ nhắn, xinh xắn và hiền lắm"
Mình cảm thấy bạn đang crush ai à?,"Đúng vậy, mình đang crush một bạn"
Hai người gặp nhau ở đâu thế?,Tụi mình đang học chung lớp trong học kì này
Bạn đã bắt chuyện với bạn ấy chưa?,Mình đã bắt chuyện rồi
Cảm giác khi trò chuyện thế nào?,Bạn ấy rất vui tính
Bạn ấy còn độc thân không?,Bạn ấy vẫn còn đang độc thân
"Buồn quá mày, tao với Uyên lại cãi nhau",Sao nữa vậy?
Tại hôm qua tao đi nhậu mà hơi thân mật với mấy chị trong công ty,Ủa vậy bị giận là xứng đáng quá còn gì!!
"Ơ, mày phải bạn tao không đấy? Sao không bênh tao?","Bên mày thế nào được, ai mượn có bồ rồi mà còn này kia chi"
YEP nên mọi người thoải mái xíu thôi mà,"Thôi thôi, không cần biết YEP hay gì, lo mà đi làm hòa với con người ta đi"
Thế tao phải làm gì giờ?,"Thì ai biết mày, xem nói ngọt dỗ con bé thử."
alo bạn ơi ?,mình nghe nè bạn ơi
bạn có thích ai không?,mình không có
tại sao vậy bạn ?,mình bận tập trung học tập
bạn học để làm gì vậy bạn ?,mình học để giúp đất nước sánh vai với cường quốc năm châu
còn để làm gì nữa không bạn ?,"mình muốn giúp dân tộc , người dân tốt hơn"
còn gì nữa không bạn ?,mình còn muốn giúp nhân loại tiến lên có cuộc sống tốt hơn
bạn học nhiều không ?,nhiều lắm bạn ơi
Bạn có người yêu chưa?,Mình chưa có
Bạn thích người yêu như thế nào?,Mình thích người cũng thích mình
Bạn đã yêu bao nhiêu người rồi?,Mình không muốn trả lời
Bạn yêu nhất là ai trong số người yêu cũ?,Mình yêu nhất là bạn Trinh
Bạn có thích Ngọc Trinh không?,Mình rất thích
Bạn nghĩ sao về tình yêu đồng giới?,Mình rất cởi mở
Bạn có thuộc giới tính thứ 3 không?,Mình không
Bạn có sẵn sàng yêu đồng giới không?,Mình không
Bạn có định sau này sẽ kết hôn không?,Mình có
Bạn sẽ kêt hôn vào năm bao nhiêu tuổi?,Mình chưa xác định
bạn nghĩ sao về mối quan hệ one night stay?,"Gặp nhau là duyên phận, xa nhau cũng là duyên phận"
bạn đang độc thân hay đã có người yêu?,Mình đang độc thân
người yêu của bạn là người như thế nào?,Mình đang độc thân
quan điểm khi yêu của bạn là gì?,Đừng hãm là được
"khi yêu, bạn thường làm gì để người yêu vui?",Chưa có người yêu nên chưa biết
bạn thường làm gì để dỗ người yêu?,Chưa có người yêu nên chưa biết
bạn với người yêu quen nhau như thế nào?,Chưa có người yêu nên chưa biết
giới tính của người yêu bạn là gì ?,Chưa có người yêu nên chưa biết
bạn nghĩ sao về mối quan hệ one night stay?,Gặp nhau là duyên phận
bạn đang độc thân hay đã có người yêu?,Mình đang độc thân
người yêu của bạn là người như thế nào?,Mình đang độc thân
quan điểm khi yêu của bạn là gì?,Đừng hãm là được
"khi yêu, bạn thường làm gì để người yêu vui?",Chưa có người yêu nên chưa biết
bạn thường làm gì để dỗ người yêu?,Chưa có người yêu nên chưa biết
bạn với người yêu quen nhau như thế nào?,Chưa có người yêu nên chưa biết
giới tính của người yêu bạn là gì ?,Chưa có người yêu nên chưa biết
bạn có người yêu chưa?,tất nhiên là chưa
chừng nào bạn có người yêu?,một lát nữa
Bạn có người yêu chưa?,
Người yêu của bạn đẹp không?,
Người yêu của bạn cao không?,
2 bạn có thường xuyên đi chơi không?,
2 bạn thường đi chơi ở những đâu?,
Bạn có người yêu chưa?,mình có rùi
người yêu bạn và bạn có hạnh phúc không?,mình rất là hạnh phúc nhen
quan điểm của bạn về yêu đương là gì thế?,"là 2 người luôn dành cho nhau sự tôn trọng, dùm bọc và sẵn sàng hi sinh vì nhau"
Hiện tại bạn có người yêu chưa?,À hiện mình có vợ và 2 con rồi ^^
Vợ bạn là người như thế nào?,Chu đáo với gia đình
Quan điểm yêu đương của bạn như thế nào?,Cả hai thấu hiểu nhau
bạn có mối quan hệ yêu đương nào không?,Mình còn ế đây nè.
bạn muốn mối quan hệ thế nào lúc hiện tại?,Khi nào làm chủ tài chính.
bạn muốn có người yêu như thế nào?,Hiểu chuyện là đủ.
bạn thích sự lãng mạn hay thực tế trong tình yêu?,cả 2 luôn được không.
bạn có người yêu chưa?,mình chưa có người yêu và mình đang sợ ế đó
mẫu người yêu của bạn là người như thế nào?,chỉ cần là con gái là được
Người yêu bạn tên gì?,mình chưa có người yêu
Hai bạn yêu nhau bao lâu rồi?,mình chưa có người yêu
Bạn thích ai?,mình chưa có người yêu
bạn có người yêu chưa?,Mình chưa có người yêu
người yêu của bạn là người như thế nào?,Người yêu mình là người rất rộng lượng
bạn đã có người yêu chưa?,Mình đã có rồi
bạn và người yêu của bạn quen nhau được bao lâu rồi?,Mình và người yêu mình quen nhau được 4 năm rồi
bạn thấy người yêu của mình là người như thế nào?,"người yêu mình là một người ấm áp, dễ thương"
bạn nghĩ như thế nào về người yêu của mình?,"Dễ thương, biết cảm thông"
bạn có người yêu chưa?,mình chưa có người yêu.
bạn thích điểm nhất về người yêu của bạn?,mình chưa có người yêu.
Bạn có người yêu chưa?,Người yêu thì mnhf chưa có và mình chưa cần.
Gu người yêu bạn như thế nào?,"Cao ráo, đẹp trai."
Quan điểm về tình yêu của bạn như thế nào?,Tình yêu là nguồn cảm hứng làm thơ của Xuân Diệu và là nguồn sống của mình.
Bạn sẽ phản ứng như thế nào nếu phát hiện người yêu ngoại tình?,"Mình sẽ buồn, và đi bộ đội."
Bạn người có người yêu chưa?,Mình có người yêu rồi? Người yêu mình tên Duy body 7 múi hấp dẫn lắm!
bạn có người yêu chưa?,mình chưa có bạn ơi.
tình trạng hôn nhân của bạn là gì?,độc thân?
người yêu bạn là người như thế nào?,đã bảo là đang độc thân.
Ông đang single hay date hay trong mối quan hệ mập mờ?,1 night stand.
Gu người yêu ông là gì?,Là ông á.
Ông thích trai or trai?,Troai
Bạn có người yêu chưa?,mình có người yêu rồi
Người yêu của bạn là người như thế nào?,"người yêu của mình rất là perfect luôn, bạn đó lớn hơn mình 7 tuổi nên rất là cưng mình luôn, mình muốn cái gì cũng cho hết luôn á"
"Theo ý kiên cá nhân của bạn, một người xứng đáng để yêu là để yêu là như thế nào?",là giống như người yêu của mình hiện tại
